RUL_SEQ_NO,DESCR,GRP_TYP,GRP_COD,CUST_NO,ITEM_NO,PRC_METH,PRC_BASIS,AMT_OR_PCT,MIN_QTY
11,XERO/FORM II SINGLES CB XF,C,211271,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,210600,,,D,R,37.5000,0.0001
11,XERO/FORM II SINGLES CB XF,C,210083,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,209492,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,208839,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,207826,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,207814,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,207338,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,206752,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,206466,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,204624,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,204034,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,203893,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,203222,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,203148,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,203049,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,202758,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,202674,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,201783,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,201431,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,200628,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,199925,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,199418,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,199359,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,199285,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,197620,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,193342,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,192843,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,192758,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,191935,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,191845,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,191554,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,191087,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,187635,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,186983,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,185795,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,185133,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,182936,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,181757,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,181180,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,180571,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,176330,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,173112,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,169859,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,150583,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,148949,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,145833,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,144555,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,144319,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,NCR CASH,,,D,1,50.0000,1.0000
11,XERO/FORM II SINGLES CB XF,C,LWC-19-12,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,KVC-30-03,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,KVC-18-02,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,JWC-27-09,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,JWC-18-01,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,JWC-17-23,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,IXC-12-01,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,IWC-08-01,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,HXC-23-01,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,HXC-14-02,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,HWC-23-05,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,HWC-01-11,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,HWC-01-10,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,HWC-01-09,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,HVC-24-01,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,GWC-08-04,,,D,R,28.5714,0.0001
11,XERO/FORM II SINGLES CB XF,C,GWC-01-01,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,FXC-29-02,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,FXC-15-01,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,FWC-22-01,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,EYC-23-03,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,ECX-23-01,,,D,R,0.0000,0.0001
11,XERO/FORM II SINGLES CB XF,C,CYC-13-05,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,CYC-13-05,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,ECX-23-01,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,EYC-23-03,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,FWC-22-01,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,FXC-15-01,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,FXC-29-02,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,GWC-01-01,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,GWC-08-04,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,HVC-24-01,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,HWC-01-09,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,HWC-01-10,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,HWC-01-11,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,HWC-23-05,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,HXC-14-02,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,HXC-23-01,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,IWC-08-01,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,IXC-12-01,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,JWC-17-23,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,JWC-18-01,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,JWC-27-09,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,KVC-18-02,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,KVC-30-03,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,LWC-19-12,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,NCR CASH,,,D,1,50.0000,1.0000
12,XERO/FORM II SINGLES CFB XF,C,144319,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,144555,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,145833,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,148949,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,150583,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,169859,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,173112,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,176330,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,180571,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,181180,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,181757,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,182936,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,185133,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,185795,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,186983,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,187635,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,191087,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,191554,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,191845,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,191935,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,192758,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,192843,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,193342,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,197620,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,199285,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,199359,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,199418,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,199925,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,200628,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,201431,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,201783,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,202674,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,202758,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,203049,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,203148,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,203222,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,203893,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,204034,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,204624,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,206466,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,206752,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,207338,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,207814,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,207826,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,208839,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,209492,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,210083,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,210600,,,D,R,37.5000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,211271,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,211483,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,211502,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,211528,,,D,R,46.2366,0.0001
12,XERO/FORM II SINGLES CFB XF,C,211663,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,211747,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,211863,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,AWC-10-03,,,D,R,35.0649,0.0001
12,XERO/FORM II SINGLES CFB XF,C,BXC-03-01,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,BXC-06-01,,,D,R,49.0446,0.0001
12,XERO/FORM II SINGLES CFB XF,C,CXC-27-15,,,D,R,0.0000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,CYC-05-01,,,D,R,37.5000,0.0001
12,XERO/FORM II SINGLES CFB XF,C,AXC-03-01,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,AYC-12-03,,,D,R,28.5714,0.0001
12,XERO/FORM II SINGLES CFB XF,C,AYC-22-03,,,D,R,0.0000,0.0001
12,CB XF,C,BWC-10-03,,,D,1,50.0000,0.0000
13,CFB XF,C,BWC-10-03,,,D,1,50.0000,0.0000
13,SPECIALTIES,C,AYC-22-03,,,D,R,0.0000,0.0001
13,SPECIALTIES,C,AYC-12-03,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,AXC-03-01,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,CYC-05-01,,,D,R,31.2500,0.0001
13,SPECIALTIES,C,CXC-27-15,,,D,R,46.2500,0.0001
13,SPECIALTIES,C,BXC-06-01,,,D,R,57.1429,0.0001
13,SPECIALTIES,C,BXC-03-01,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,AWC-10-03,,,D,R,28.5714,0.0001
13,SPECIALTIES,C,211863,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,211747,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,211663,,,D,R,60.0000,0.0001
13,SPECIALTIES,C,211528,,,D,R,67.7419,0.0001
13,SPECIALTIES,C,211502,,,D,R,0.0000,0.0001
13,SPECIALTIES,C,211483,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,211271,,,D,R,0.0000,0.0001
13,SPECIALTIES,C,210600,,,D,R,37.5000,0.0001
13,SPECIALTIES,C,210083,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,209492,,,D,R,36.8687,0.0001
13,SPECIALTIES,C,208839,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,207826,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,207814,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,207338,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,206752,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,206466,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,204624,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,204034,,,D,R,43.1818,0.0001
13,SPECIALTIES,C,203893,,,D,R,52.0000,0.0001
13,SPECIALTIES,C,203222,,,D,R,53.7572,0.0001
13,SPECIALTIES,C,203148,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,203049,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,202758,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,202674,,,D,R,0.0000,0.0001
13,SPECIALTIES,C,201783,,,D,R,28.7565,0.0001
13,SPECIALTIES,C,201431,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,200628,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,199925,,,D,R,47.8488,0.0001
13,SPECIALTIES,C,199418,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,199359,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,199285,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,197620,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,193342,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,192843,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,192758,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,191935,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,191845,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,191554,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,191087,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,187635,,,D,R,42.6667,0.0001
13,SPECIALTIES,C,186983,,,D,R,43.1818,0.0001
13,SPECIALTIES,C,185795,,,D,R,36.8687,0.0001
13,SPECIALTIES,C,185133,,,D,R,48.1865,0.0001
13,SPECIALTIES,C,182936,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,181757,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,181180,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,180571,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,176330,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,173112,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,169859,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,150583,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,148949,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,145833,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,144555,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,144319,,,D,R,40.6566,0.0001
13,SPECIALTIES,C,NCR CASH,,,D,1,45.0000,1.0000
13,SPECIALTIES,C,LWC-19-12,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,KVC-30-03,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,KVC-18-02,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,JWC-27-09,,,D,R,67.5000,0.0001
13,SPECIALTIES,C,JWC-18-01,,,D,R,50.0000,0.0001
13,SPECIALTIES,C,JWC-17-23,,,D,R,63.0542,0.0001
13,SPECIALTIES,C,IXC-12-01,,,D,R,71.2500,0.0001
13,SPECIALTIES,C,IWC-08-01,,,D,R,55.5556,0.0001
13,SPECIALTIES,C,HXC-23-01,,,D,R,0.0000,0.0001
13,SPECIALTIES,C,HXC-14-02,,,D,R,56.2500,0.0001
13,SPECIALTIES,C,HWC-23-05,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,HWC-01-11,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,HWC-01-10,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,HWC-01-09,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,HVC-24-01,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,GWC-08-04,,,D,R,21.4286,0.0001
13,SPECIALTIES,C,GWC-01-01,,,D,R,0.0000,0.0001
13,SPECIALTIES,C,FXC-29-02,,,D,R,60.0000,0.0001
13,SPECIALTIES,C,FXC-15-01,,,D,R,0.0000,0.0001
13,SPECIALTIES,C,FWC-22-01,,,D,R,38.6667,0.0001
13,SPECIALTIES,C,EYC-23-03,,,D,R,0.0000,0.0001
13,SPECIALTIES,C,ECX-23-01,,,D,R,0.0000,0.0001
13,SPECIALTIES,C,CYC-13-05,,,D,R,0.0000,0.0001
14,CF,C,BWC-10-03,,,D,1,45.0000,0.0000
